X, XY, supX, supXY, conf 
[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],0.07894736842105263,0.07894736842105263,1.0 
[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],[_,_,_,_,_,_,_,_,_,_,_,_,_,S_asleep,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_asleep,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],0.07894736842105263,0.07236842105263158,0.9166666666666667 
[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],[_,_,_,_,_,_,_,_,_,_,_,_,_,S_asleep,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],0.07894736842105263,0.07236842105263158,0.9166666666666667 
[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,S_asleep,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_asleep,_,_,_],0.07894736842105263,0.07236842105263158,0.9166666666666667 
[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,S_asleep,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_asleep,_,_,_],0.07894736842105263,0.07894736842105263,1.0 
[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],[_,_,_,_,_,_,_,_,_,_,_,_,_,_,S_stepsA,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,_,E_stepsA,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],0.07894736842105263,0.07894736842105263,1.0 
[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],[_,_,S_caloriesD,_,_,_,_,_,_,_,_,_,_,_,_,_,_][_,_,E_caloriesD,_,_,_,_,_,_,_,_,_,_,_,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],0.07894736842105263,0.07894736842105263,1.0 
[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],[_,S_caloriesC,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_][_,E_caloriesC,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],0.07894736842105263,0.07894736842105263,1.0 
[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],[_,_,_,S_distanceC,_,_,_,_,_,_,_,_,_,_,_,_,_][_,_,_,E_distanceC,_,_,_,_,_,_,_,_,_,_,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],0.07894736842105263,0.07894736842105263,1.0 
[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],[_,_,_,_,S_distanceD,_,_,_,_,_,_,_,_,_,_,_,_][_,_,_,_,E_distanceD,_,_,_,_,_,_,_,_,_,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],0.07894736842105263,0.07894736842105263,1.0 
[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],[_,_,_,_,_,_,S_heartrate-B,_,_,_,_,_,_,_,_,_,_][_,_,_,_,_,_,E_heartrate-B,_,_,_,_,_,_,_,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],0.07894736842105263,0.07894736842105263,1.0 
[_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],[_,_,_,_,_,_,_,S_heartrateA,_,_,_,_,_,_,_,_,_][_,_,_,_,_,_,_,E_heartrateA,_,_,_,_,_,_,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,S_restless,_,_,_][_,_,_,_,_,_,_,_,_,_,_,_,_,E_restless,_,_,_],0.07894736842105263,0.07894736842105263,1.0 
